/net/mopfl2021/MOPITT/project/mopsips/data/val/cmdl/profile/PROFILES_FOR_V10_VALIDATION/NOAA_PROFILES_PRE_2024/co_aircraft-pfp_ccgg_text/RAW/bne/bne_raw_2005-10-17.2013.asc
  40.80 262.82  942.  360.   9 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 10   40.7 N,   262.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      31.3722
      1.00000      31.3722
      3.00000      31.3722
      7.00000      25.9847
      10.0000      23.4220
      20.0000      19.4921
      30.0000      17.6913
      40.0000      16.4785
      50.0000      15.5532
      70.0000      18.2989
      100.000      30.1436
      150.000      47.7337
      200.000      58.7891
      250.000      69.8446
      300.000      80.9000
      350.000      80.9000
      400.000      80.5350
      450.000      80.1700
      500.000      82.7100
      550.000      92.0400
      600.000      101.370
      650.000      100.955
      700.000      100.540
      750.000      104.945
      800.000      109.350
      850.000      103.140
      875.000      110.020
      900.000      116.900
      925.000      116.600
      950.000      116.300
      975.000      116.300
      1000.00      116.300
      1020.00      116.300
      1040.00      116.300
      1060.00      116.300
