/net/mopfl2021/MOPITT/project/mopsips/data/val/cmdl/profile/PROFILES_FOR_V10_VALIDATION/NOAA_PROFILES_PRE_2024/co_aircraft-pfp_ccgg_text/RAW/bne/bne_raw_2006-11-06.1858.asc
  40.80 262.82  942.  372.   9 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 11   40.7 N,   262.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      31.9628
      1.00000      31.9628
      3.00000      31.9628
      7.00000      25.9320
      10.0000      23.6008
      20.0000      19.4705
      30.0000      17.5699
      40.0000      16.3648
      50.0000      15.4756
      70.0000      17.3531
      100.000      27.1300
      150.000      41.9496
      200.000      58.9531
      250.000      64.7421
      300.000      70.5310
      350.000      76.3200
      400.000      80.6000
      450.000      84.8800
      500.000      96.6000
      550.000      99.5300
      600.000      102.460
      650.000      103.300
      700.000      104.140
      750.000      104.005
      800.000      103.870
      850.000      101.350
      875.000      101.795
      900.000      102.240
      925.000      102.080
      950.000      101.920
      975.000      101.920
      1000.00      101.920
      1020.00      101.920
      1040.00      101.920
      1060.00      101.920
