/net/mopfl2021/MOPITT/project/mopsips/data/val/cmdl/profile/PROFILES_FOR_V10_VALIDATION/NOAA_PROFILES_PRE_2024/co_aircraft-pfp_ccgg_text/RAW/bne/bne_raw_2005-10-09.1611.asc
  40.80 262.82  942.  362.   9 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 10   40.7 N,   262.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      31.3722
      1.00000      31.3722
      3.00000      31.3722
      7.00000      25.9847
      10.0000      23.4220
      20.0000      19.4921
      30.0000      17.6913
      40.0000      16.4785
      50.0000      15.5532
      70.0000      18.2989
      100.000      30.1436
      150.000      47.7337
      200.000      58.9358
      250.000      70.1379
      300.000      81.3400
      350.000      81.3400
      400.000      85.1650
      450.000      88.9900
      500.000      83.4900
      550.000      97.5100
      600.000      111.530
      650.000      98.7750
      700.000      86.0200
      750.000      94.4550
      800.000      102.890
      850.000      105.600
      875.000      116.980
      900.000      128.360
      925.000      128.040
      950.000      127.720
      975.000      127.720
      1000.00      127.720
      1020.00      127.720
      1040.00      127.720
      1060.00      127.720
