/net/mopfl2021/MOPITT/project/mopsips/data/val/cmdl/profile/PROFILES_FOR_V10_VALIDATION/NOAA_PROFILES_PRE_2024/co_aircraft-pfp_ccgg_text/RAW/bne/bne_raw_2008-10-03.1852.asc
  40.79 262.80  939.  361.   8 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 10   40.7 N,   262.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      31.3722
      1.00000      31.3722
      3.00000      31.3722
      7.00000      25.9847
      10.0000      23.4220
      20.0000      19.4921
      30.0000      17.6913
      40.0000      16.4785
      50.0000      15.5532
      70.0000      18.2989
      100.000      30.1436
      150.000      47.7337
      200.000      58.8725
      250.000      70.0112
      300.000      81.1500
      350.000      81.1500
      400.000      81.8350
      450.000      82.5200
      500.000      86.8200
      550.000      89.7050
      600.000      92.5900
      650.000      96.5225
      700.000      100.455
      750.000      104.387
      800.000      108.320
      850.000      111.650
      875.000      114.180
      900.000      114.310
      925.000      114.440
      950.000      114.570
      975.000      114.570
      1000.00      114.570
      1020.00      114.570
      1040.00      114.570
      1060.00      114.570
