/net/mopfl2021/MOPITT/project/mopsips/data/val/cmdl/profile/PROFILES_FOR_V10_VALIDATION/NOAA_PROFILES_PRE_2024/co_aircraft-pfp_ccgg_text/RAW/bne/bne_raw_2006-01-26.1818.asc
  40.80 262.82  942.  368.   9 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 1   40.7 N,   262.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      45.1623
      1.00000      45.1623
      3.00000      45.1623
      7.00000      30.3285
      10.0000      26.1371
      20.0000      20.3012
      30.0000      17.6150
      40.0000      16.0939
      50.0000      15.2256
      70.0000      18.1356
      100.000      25.8555
      150.000      36.6232
      200.000      53.4880
      250.000      72.5349
      300.000      75.7875
      350.000      79.0400
      400.000      78.0050
      450.000      76.9700
      500.000      74.3800
      550.000      79.7900
      600.000      85.2000
      650.000      89.0700
      700.000      92.9400
      750.000      101.380
      800.000      109.820
      850.000      149.650
      875.000      153.645
      900.000      157.640
      925.000      159.115
      950.000      160.590
      975.000      160.590
      1000.00      160.590
      1020.00      160.590
      1040.00      160.590
      1060.00      160.590
