/net/mopfl2021/MOPITT/project/mopsips/data/val/cmdl/profile/PROFILES_FOR_V10_VALIDATION/NOAA_PROFILES_PRE_2024/co_aircraft-pfp_ccgg_text/RAW/bne/bne_raw_2007-01-08.1450.asc
  40.80 262.82  943.  385.   8 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 1   40.7 N,   262.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      45.1623
      1.00000      45.1623
      3.00000      45.1623
      7.00000      30.3285
      10.0000      26.1371
      20.0000      20.3012
      30.0000      17.6150
      40.0000      16.0939
      50.0000      15.2256
      70.0000      18.1356
      100.000      25.8555
      150.000      36.6232
      200.000      53.4880
      250.000      72.5349
      300.000      82.7566
      350.000      92.9783
      400.000      103.200
      450.000      112.840
      500.000      122.480
      550.000      132.120
      600.000      137.470
      650.000      136.565
      700.000      135.660
      750.000      136.585
      800.000      137.510
      850.000      136.980
      875.000      136.300
      900.000      135.620
      925.000      138.460
      950.000      141.300
      975.000      141.300
      1000.00      141.300
      1020.00      141.300
      1040.00      141.300
      1060.00      141.300
