/net/mopfl2021/MOPITT/project/mopsips/data/val/cmdl/profile/PROFILES_FOR_V10_VALIDATION/NOAA_PROFILES_PRE_2024/co_aircraft-pfp_ccgg_text/RAW/bne/bne_raw_2005-10-24.1515.asc
  40.80 262.82  942.  367.   9 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 10   40.7 N,   262.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      31.3722
      1.00000      31.3722
      3.00000      31.3722
      7.00000      25.9847
      10.0000      23.4220
      20.0000      19.4921
      30.0000      17.6913
      40.0000      16.4785
      50.0000      15.5532
      70.0000      18.2989
      100.000      30.1436
      150.000      47.7337
      200.000      58.6858
      250.000      69.6379
      300.000      80.5900
      350.000      80.5900
      400.000      79.9000
      450.000      79.2100
      500.000      95.1100
      550.000      99.1500
      600.000      103.190
      650.000      102.215
      700.000      101.240
      750.000      103.200
      800.000      105.160
      850.000      122.180
      875.000      118.395
      900.000      114.610
      925.000      117.770
      950.000      120.930
      975.000      120.930
      1000.00      120.930
      1020.00      120.930
      1040.00      120.930
      1060.00      120.930
